Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0045941~positive regulation of transcription	10	11.11111111111111	0.0012873698541255164	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	475	13588	3.7151059466848935	0.5813929708922077	0.5813929708922077	1.9150361151953454
GOTERM_BP_FAT	GO:0010628~positive regulation of gene expression	10	11.11111111111111	0.0015519144369040595	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	488	13588	3.6161379604002555	0.6500304242622823	0.40841773544356685	2.3042972475669665
GOTERM_BP_FAT	GO:0045935~positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	10	11.11111111111111	0.0020983371061617786	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	510	13588	3.4601476954418127	0.7582778104196357	0.3770705836897432	3.10376406364834
GOTERM_BP_FAT	GO:0045893~positive regulation of transcription, DNA-dependent	9	10.0	0.0022059374504536282	KLF7, CAMTA2, STAT5A, HIPK2, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	416	13588	3.8178071928071926	0.7752711919830633	0.31148296942894416	3.2604719177316
GOTERM_BP_FAT	GO:0051254~positive regulation of RNA metabolic process	9	10.0	0.0023065523963118712	KLF7, CAMTA2, STAT5A, HIPK2, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	419	13588	3.79047205777516	0.790080344012253	0.26816930474006173	3.4067922735800393
GOTERM_BP_FAT	GO:0051173~positive regulation of nitrogen compound metabolic process	10	11.11111111111111	0.002585080957851699	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	526	13588	3.354896054515826	0.8261873634316582	0.2529547800035299	3.8107687107757915
GOTERM_BP_FAT	GO:0010557~positive regulation of macromolecule biosynthetic process	10	11.11111111111111	0.0027198277201487043	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	530	13588	3.3295760842930653	0.8413585134443671	0.23127000977072232	4.005638237743836
GOTERM_BP_FAT	GO:0006350~transcription	20	22.22222222222222	0.0034071076424560965	AEBP2, CRTC2, KLF7, CAMTA2, STAT5A, SETD1B, NAA15, CREB5, SPEN, AFF1, FOXP4, CITED2, ZFP568, MED15, HIPK2, PPRC1, HIVEP3, NFAT5, IRF2, SERTAD2	77	1772	13588	1.9917328720940457	0.9004541895836395	0.250532381734791	4.99385623678884
GOTERM_BP_FAT	GO:0031328~positive regulation of cellular biosynthetic process	10	11.11111111111111	0.00356420794538706	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	552	13588	3.196875588179936	0.910517178491598	0.2352374195055822	5.218408463288881
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	10	11.11111111111111	0.003782276055043388	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	557	13588	3.168178320781552	0.9228239526124139	0.22598700312825815	5.529284404671286
GOTERM_BP_FAT	GO:0010604~positive regulation of macromolecule metabolic process	10	11.11111111111111	0.00858079095212334	KLF7, CAMTA2, STAT5A, HIPK2, HIVEP3, NFAT5, CREB5, AFF1, SERTAD2, CITED2	77	633	13588	2.78779672144601	0.9970490995075949	0.4111619449637809	12.133802622132684
GOTERM_BP_FAT	GO:0045449~regulation of transcription	22	24.444444444444443	0.00908952983896338	AEBP2, CRTC2, KLF7, CAMTA2, FOSL2, SETD1B, STAT5A, NAA15, CREB5, SPEN, AFF1, FOXP4, CITED2, ZFP568, MED15, HIPK2, PPRC1, HIVEP3, NFAT5, IRF2, IKBKB, SERTAD2	77	2227	13588	1.743280518314196	0.9979142316141096	0.402131727921208	12.808151965968918
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	16	17.77777777777778	0.014585238087244516	AEBP2, KLF7, CAMTA2, FOSL2, STAT5A, CREB5, AFF1, SPEN, FOXP4, CITED2, ZFP568, MED15, HIPK2, NFAT5, IRF2, SERTAD2	77	1465	13588	1.92729045698329	0.9999514166796025	0.5342087536522753	19.791390143731558
